priming,cor_type,cor, sub
np,loc_cor,0.06729348878973204,277
np,soc_cor,0.03252155821099083,277
np,loc_cor,0.029245641495831278,278
np,soc_cor,0.039516681584928104,278
np,loc_cor,0.0879298706081789,279
np,soc_cor,0.06266832377022127,279
np,loc_cor,0.026117888892446626,280
np,soc_cor,0.03336889604750724,280
np,loc_cor,0.04928891070969196,281
np,soc_cor,0.043854133922191445,281
np,loc_cor,0.02808316202558132,282
np,soc_cor,0.021423828748830448,282
loc,loc_cor,0.03375017445245905,283
loc,soc_cor,0.014252705865195558,283
loc,loc_cor,0.026504028604651796,284
loc,soc_cor,0.03966809370021525,284
loc,loc_cor,0.060243543638299625,285
loc,soc_cor,0.04722239038774929,285
loc,loc_cor,0.023083871909564343,286
loc,soc_cor,0.03874713148662505,286
loc,loc_cor,0.028898594203524974,287
loc,soc_cor,0.02067441715493609,287
loc,loc_cor,0.03625172152041082,288
loc,soc_cor,0.014176340438484517,288
loc,loc_cor,0.045718657046492736,289
loc,soc_cor,0.024999063290588697,289
loc,loc_cor,0.08391678815169883,290
loc,soc_cor,0.030075302880464463,290
soc,loc_cor,0.040007135925688615,291
soc,soc_cor,0.034689216516846845,291
soc,loc_cor,0.018164178676150576,292
soc,soc_cor,0.001982419775887607,292
soc,loc_cor,0.018577024645458833,293
soc,soc_cor,0.0207117092615408,293
soc,loc_cor,0.05613678431540042,294
soc,soc_cor,0.035988444620716376,294
soc,loc_cor,0.032565046632407536,295
soc,soc_cor,0.05249705245674679,295
np,loc_cor,0.006738664514655812,296
np,soc_cor,0.01725963247120953,296
np,loc_cor,-0.004492242148210885,297
np,soc_cor,0.03257849429209822,297
np,loc_cor,0.02334739099728071,298
np,soc_cor,0.07845499418421906,298
np,loc_cor,-0.002142497359651558,299
np,soc_cor,0.10830208795971064,299
np,loc_cor,0.0006741072791271271,300
np,soc_cor,0.012517736317010017,300
np,loc_cor,0.0033831464275796952,301
np,soc_cor,0.03316524072726253,301
loc,loc_cor,-0.017450278725294335,302
loc,soc_cor,0.06000402994973789,302
loc,loc_cor,0.01131408063322971,303
loc,soc_cor,0.02548814540472787,303
loc,loc_cor,0.00854533998498822,304
loc,soc_cor,0.035280592893092315,304
loc,loc_cor,0.0006272176241165392,305
loc,soc_cor,0.012823904280005885,305
loc,loc_cor,0.0059385015811625535,306
loc,soc_cor,0.027964122932462684,306
loc,loc_cor,0.00013080188797219553,307
loc,soc_cor,0.010068829562928589,307
loc,loc_cor,0.0027108977057144516,308
loc,soc_cor,0.055543681086302914,308
loc,loc_cor,0.009770138034391751,309
loc,soc_cor,0.023419756901014773,309
soc,loc_cor,0.018633147394081066,310
soc,soc_cor,0.008620788952996148,310
soc,loc_cor,-0.022206738090928876,311
soc,soc_cor,0.010305773569874523,311
soc,loc_cor,0.01367392930166298,312
soc,soc_cor,0.007745698041896529,312
soc,loc_cor,0.07662005153606831,313
soc,soc_cor,0.055857709440718856,313
soc,loc_cor,-0.0007194333020336125,314
soc,soc_cor,0.03421288427217284,314
soc,loc_cor,-0.0034144241387657685,315
soc,soc_cor,0.013359473985686031,315
soc,loc_cor,-0.009571707776450625,316
soc,soc_cor,0.036243567246111594,316
soc,loc_cor,-0.024616688281564814,317
soc,soc_cor,0.038281811551414434,317
soc,loc_cor,0.025943870863006133,318
soc,soc_cor,0.013323501642059993,318
np,loc_cor,0.03229114939652339,319
np,soc_cor,0.009948973166906306,319
np,loc_cor,0.022071045170379888,320
np,soc_cor,0.02141239975787062,320
np,loc_cor,0.029674207513619086,321
np,soc_cor,0.031389233215388,321
np,loc_cor,0.027058568767937632,322
np,soc_cor,0.026016381961794618,322
np,loc_cor,0.01397230501709524,323
np,soc_cor,0.008826326136368677,323
np,loc_cor,0.04004851224594608,324
np,soc_cor,0.029493025479867586,324
np,loc_cor,0.011625001219011975,325
np,soc_cor,-0.004921989619894153,325
loc,loc_cor,0.04026923906053633,326
loc,soc_cor,-0.004306671294682258,326
loc,loc_cor,0.05022205186487945,327
loc,soc_cor,0.010117517011786223,327
loc,loc_cor,0.01170678596624105,328
loc,soc_cor,0.07150852302436582,328
loc,loc_cor,0.025341641781636195,329
loc,soc_cor,0.00700212994616726,329
loc,loc_cor,0.026761125853286685,330
loc,soc_cor,0.04735202260838965,330
loc,loc_cor,0.034510591544644545,331
loc,soc_cor,0.03261853034108937,331
loc,loc_cor,0.025820953441870912,332
loc,soc_cor,0.018086385753605536,332
loc,loc_cor,0.018899677129038752,333
loc,soc_cor,0.04610012506999966,333
loc,loc_cor,-0.030653545751549157,334
loc,soc_cor,0.024906501141396184,334
loc,loc_cor,0.014579565303514093,335
loc,soc_cor,0.006551821815909594,335
soc,loc_cor,0.01038023358774238,336
soc,soc_cor,0.02072029362941347,336
soc,loc_cor,0.034677322374653076,337
soc,soc_cor,0.027424813634737536,337
soc,loc_cor,0.013990056838002531,338
soc,soc_cor,0.00011333217138803902,338
soc,loc_cor,-0.04626279263959227,339
soc,soc_cor,-0.032881519485455306,339
soc,loc_cor,-0.0508570721871348,340
soc,soc_cor,-0.013824427867407878,340
soc,loc_cor,0.0236876948495852,341
soc,soc_cor,0.024928692679498377,341
np,loc_cor,0.0302283400522572,342
np,soc_cor,0.041491316777940226,342
np,loc_cor,0.08989002836489078,343
np,soc_cor,0.0694984012621389,343
np,loc_cor,0.009287669969813485,344
np,soc_cor,0.01805914925859639,344
np,loc_cor,0.014450092975469998,345
np,soc_cor,0.03612215563346485,345
np,loc_cor,0.025213996486987356,346
np,soc_cor,0.07371608480071047,346
np,loc_cor,0.03574493680026986,347
np,soc_cor,0.04281136016571232,347
np,loc_cor,0.020563919093749092,348
np,soc_cor,0.05567523375806899,348
loc,loc_cor,0.010026455491718048,349
loc,soc_cor,0.022139960305765236,349
loc,loc_cor,0.030017234672564536,350
loc,soc_cor,0.055078652619378755,350
loc,loc_cor,0.0023204087210729903,351
